id,name,ENTR,HIST,NSCI,TECH,ECMY,SSCI,HLTH,CSMR,GOVM,RELG,CULT,FOOD,SPRT,GEOG,ECOL,PPLE
670,"Alphabet",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
844,"Amsterdam",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
856,"Apple Inc.",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
877,"Abjad",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
878,"Abugida",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1616,"Alexios III Angelos",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1657,"Afonso I of Portugal",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1760,"Andronikos III Palaiologos",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1761,"Andronikos II Palaiologos",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1844,"Archimedes",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1872,"Aimery of Cyprus",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1879,"Alfonso Jordan",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1880,"Ambroise",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2575,"André the Giant",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2628,"Aegis",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
4049,"Battle of Blenheim",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,"Bayezid I",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4294,"British National Party",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4407,"Bubble and squeak",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
4484,"Bank of England",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4915,"Bunnies & Burrows",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4916,"Bundaberg Rum",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4921,"Bacardi",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
