id,name,ENTR,HIST,NSCI,TECH,ECMY,SSCI,HLTH,CSMR,GOVM,RELG,CULT,FOOD,SPRT,GEOG,ECOL,PPLE
2134,"Ark of the Covenant",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3827,"Bilge Qaghan",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,"Bede",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7566,"Carousel (musical)",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10358,"Ephrem the Syrian",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
12641,"Goths",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
16329,"John Chrysostom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
16522,"John Climacus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
16726,"Kul Tigin",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18710,"Luke the Evangelist",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
24193,"Pope Gregory II",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25877,"Anastasios II",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30428,"The Inklings",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
38341,"Harlequin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39245,"Medea",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45121,"Alans",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
49940,"Aaron's rod",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
54166,"Raiders of the Lost Ark",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
59739,"Chania",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
59741,"Heraklion",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
62546,"Pepin of Herstal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
63738,"Brigadoon",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66730,"Canadian Broadcasting Corporation",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66970,"Ofra Haza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68623,"Oholiab",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
70317,"Kiss Me, Kate",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72419,"Edremit, Balıkesir",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73382,"Carmen Jones",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73874,"Justinian II",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73931,"Philippikos Bardanes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
74261,"Pope Constantine",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
75751,"James Cook University",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
75870,"Moesia",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
77417,"Aeëtes",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77420,"Oklahoma!",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80252,"Knossos",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
95200,"Australian Catholic University",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
100550,"Dacians",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
145516,"Free France",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158048,"Víctor Galíndez",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
160170,"Gábor Baross",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
167964,"South Pacific (musical)",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176263,"Battle of Atlanta",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
177094,"The Fall (Camus novel)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179854,"Favila of Asturias",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181549,"Mytilene",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
183295,"DC Talk (album)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183297,"DC Talk",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184685,"Jesus Freak (album)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186874,"Gwyneth Dunwoody",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
187933,"Hugo Eckener",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
189614,"Battle of Bir Hakeim",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190862,"Eochaid mac Echdach",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190864,"Selbach mac Ferchair",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191023,"Ainbcellach mac Ferchair",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
192819,"University of Queensland",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
192985,"Philippine General Hospital",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
196888,"Harlequinade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
198332,"Queensland University of Technology",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
215928,"La Vita Nuova",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
216774,"Layne Staley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
224631,"Abd al-Rahman ibn Abd Allah al-Ghafiqi",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232638,"Tom Clancy's Ghost Recon (2001 video game)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234317,"Kavala",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
246953,"Tom Clancy's Splinter Cell (video game)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264097,"Jonas Savimbi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
265716,"Constanța",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
286348,"Annie Get Your Gun (musical)",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
287249,"Paul Biegel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
293598,"Rûm",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
293847,"Huineng",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
300203,"Paolo Lucio Anafesto",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
306419,"Bodrum",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
307262,"Pusher (boat)",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
308673,"Chantal Akerman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316935,"Pulcinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
321333,"Scott Brison",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
335060,"The Visit (play)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
343567,"Jim Abbott (Canadian politician)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
343573,"Diane Ablonczy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
343584,"Peter Adams (politician)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
343590,"Reg Alcock",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
346178,"RTHK",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348689,"Air Caraïbes",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
349770,"Lost in the Stars",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353535,"Roman Abramovich",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
