id,name,ENTR,HIST,NSCI,TECH,ECMY,SSCI,HLTH,CSMR,GOVM,RELG,CULT,FOOD,SPRT,GEOG,ECOL,PPLE
1558,"American Chinese cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2175,"American cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6186,"Cajun cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6583,"Chinese cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11002,"French cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
13680,"Hunan cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
14926,"List of Italian dishes",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
15976,"Japanese cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
16971,"Kvass",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
36956,"Cappuccino",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37135,"Barbecue",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
38945,"Cooking banana",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56465,"Cassava",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56624,"Calamansi",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
60379,"Aioli",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
61945,"Beefsteak",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
71058,"Catalan cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
80293,"Botifarra",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91196,"Coffee in Italy",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
147696,"Bento",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
147813,"Brazilian cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
167075,"Agedashi dōfu",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
167082,"Dashi",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
170287,"List of French cheeses",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
170693,"Louisiana Creole cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
178574,"Baked beans",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
184647,"Simone Beck",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
214049,"Bagel",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
215659,"The Art Institute of Seattle",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
216002,"Alcoholic drinks in China",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
220980,"Akashiyaki",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
258659,"Anisette",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
265416,"Orangina",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
294770,"Asian cuisine",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
298210,"Chili con carne",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
299848,"Baguette",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
